artist_name,track_name,genre_name
chief keef,hate bein' sober,Hip-Hop
aventura,volví,Hip-Hop
pitbull,fireball (feat. john ryan),Hip-Hop
drake,pipe down,Hip-Hop
travis scott,yosemite,Hip-Hop
jay-z,otis,Hip-Hop
t-pain,i'm sprung,Hip-Hop
big sean,bounce back,Hip-Hop
kendrick lamar,m.a.a.d city,Hip-Hop
drake,portland,Hip-Hop
metro boomin,don't come out the house (with 21 savage),Hip-Hop
nelly,dilemma,Hip-Hop
jeremih,don't tell 'em,Hip-Hop
a$ap rocky,fashion killa,Hip-Hop
yn jay,perc & sex,Hip-Hop
lil nas x,old town road - remix,Hip-Hop
kanye west,black skinhead,Hip-Hop
jay rock,"king's dead (with kendrick lamar, future & james blake)",Hip-Hop
the kid laroi,"f*ck you, goodbye (feat. machine gun kelly)",Hip-Hop
chance the rapper,cocoa butter kisses,Hip-Hop
eminem,sing for the moment,Hip-Hop
bryson tiller,let em' know,Hip-Hop
$uicideboy$,clyde (i hope at least one of my ex-girlfriends hears this),Hip-Hop
romeo santos,imitadora,Hip-Hop
quavo,to the bone (feat. youngboy never broke again),Hip-Hop
macklemore & ryan lewis,thrift shop (feat. wanz),Hip-Hop
ski mask the slump god,foot fungus,Hip-Hop
drake,started from the bottom,Hip-Hop
jeremih,down on me,Hip-Hop
eminem,lose yourself,Hip-Hop
nicki minaj,moment 4 life,Hip-Hop
$uicideboy$,ugliest,Hip-Hop
lil baby,never hating (feat. young thug),Hip-Hop
lizzo,2 be loved (am i ready),Hip-Hop
childish gambino,feels like summer,Hip-Hop
j. cole,a tale of 2 citiez,Hip-Hop
drake,back to back,Hip-Hop
drake,0 to 100 / the catch up,Hip-Hop
tlc,waterfalls,Hip-Hop
future,life is good (feat. drake),Hip-Hop
ms. lauryn hill,ex-factor,Hip-Hop
frank ocean,nikes,Hip-Hop
night lovell,joan of arc,Hip-Hop
future,too comfortable,Hip-Hop
romeo santos,propuesta indecente,Hip-Hop
lil wayne,a milli,Hip-Hop
eminem,shake that,Hip-Hop
playboi carti,yah mean,Hip-Hop
6lack,prblms,Hip-Hop
gorillaz,dare,Hip-Hop
lil peep,witchblades,Hip-Hop
jack harlow,churchill downs (feat. drake),Hip-Hop
"tyler, the creator",boredom (feat. rex orange county & anna of the north),Hip-Hop
"tyler, the creator",yonkers,Hip-Hop
jeezy,put on,Hip-Hop
mario,let me love you,Hip-Hop
la santa grifa,tocame,Hip-Hop
the kid laroi,i guess it's love?,Hip-Hop
a tribe called quest,can i kick it?,Hip-Hop
the game,how we do,Hip-Hop
salt-n-pepa,shoop,Hip-Hop
drake,childs play,Hip-Hop
moneybagg yo,love it here,Hip-Hop
$uicideboy$,carrollton,Hip-Hop
mac miller,dang! (feat. anderson .paak),Hip-Hop
the kid laroi,so done,Hip-Hop
n.w.a.,straight outta compton,Hip-Hop
outkast,roses,Hip-Hop
snoop dogg,drop it like it's hot,Hip-Hop
$uicideboy$,"all that glitters is not gold, but it's still damn beautiful",Hip-Hop
"tyler, the creator",hot wind blows (feat. lil wayne),Hip-Hop
2pac,all eyez on me (ft. big syke),Hip-Hop
nas,n.y. state of mind,Hip-Hop
drake,search & rescue,Hip-Hop
hitkidd,f.n.f. (let's go),Hip-Hop
babytron,out on bond,Hip-Hop
future,i'm on one (feat. drake),Hip-Hop
lil durk,what happened to virgil (feat. gunna),Hip-Hop
$uicideboy$,$outh $ide $uicide,Hip-Hop
fat joe,what's luv? (feat. ja-rule & ashanti),Hip-Hop
bone thugs-n-harmony,tha crossroads,Hip-Hop
21 savage,slidin,Hip-Hop
drake,all me,Hip-Hop
aaron may,"i'm good luv, enjoy.",Hip-Hop
migos,fight night,Hip-Hop
dram,broccoli,Hip-Hop
lil wayne,lollipop,Hip-Hop
nipsey hussle,grinding all my life,Hip-Hop
dmx,ruff ryders' anthem,Hip-Hop
migos,motorsport,Hip-Hop
jeezy,soul survivor,Hip-Hop
rick ross,aston martin music,Hip-Hop
kid cudi,just what i am,Hip-Hop
chief keef,faneto,Hip-Hop
ludacris,my chick bad,Hip-Hop
machine gun kelly,i think i'm okay (with yungblud & travis barker),Hip-Hop
lil baby,"never recover (lil baby & gunna, drake)",Hip-Hop
rae sremmurd,no type,Hip-Hop
21 savage,my choppa hate niggas,Hip-Hop
j. cole,kod,Hip-Hop
childish gambino,this is america,Hip-Hop
lil peep,ghost boy,Hip-Hop
50 cent,disco inferno,Hip-Hop
lil wayne,right above it,Hip-Hop
kid cudi,love.,Hip-Hop
macklemore,glorious (feat. skylar grey),Hip-Hop
three 6 mafia,stay fly,Hip-Hop
flo rida,whistle,Hip-Hop
far east movement,rocketeer,Hip-Hop
kanye west,champion,Hip-Hop
"tyler, the creator",puppet,Hip-Hop
wale,lotus flower bomb (feat. miguel),Hip-Hop
gera mx,botella tras botella,Hip-Hop
ali gatie,it's you,Hip-Hop
gucci mane,wake up in the sky,Hip-Hop
dreamville,adonis interlude (the montage) (with j. cole),Hip-Hop
schoolboy q,studio,Hip-Hop
drake,fire & desire,Hip-Hop
kendrick lamar,wesley's theory,Hip-Hop
kanye west,good morning,Hip-Hop
$uicideboy$,lte,Hip-Hop
takeoff,casper,Hip-Hop
lil baby,right on,Hip-Hop
joyner lucas,isis (feat. logic),Hip-Hop
migos,narcos,Hip-Hop
iggy azalea,fancy,Hip-Hop
frank ocean,crack rock,Hip-Hop
joey bada$$,righteous minds,Hip-Hop
dj khaled,popstar (feat. drake),Hip-Hop
young money,bedrock,Hip-Hop
j. cole,i n t e r l u d e,Hip-Hop
drake,mob ties,Hip-Hop
xavier wulf,hollow be they squad,Hip-Hop
drake,fancy,Hip-Hop
j. cole,nobody's perfect,Hip-Hop
beastie boys,fight for your right,Hip-Hop
travis scott,goosebumps - remix,Hip-Hop
beastie boys,no sleep till brooklyn,Hip-Hop
dababy,toes (feat. lil baby & moneybagg yo),Hip-Hop
usher,u got it bad,Hip-Hop
g-eazy,"me, myself & i",Hip-Hop
lizzo,juice,Hip-Hop
mac miller,hurt feelings,Hip-Hop
usher,love in this club (feat. young jeezy),Hip-Hop
ceelo green,fuck you,Hip-Hop
gucci mane,rumors (feat. lil durk),Hip-Hop
sean kingston,fire burning,Hip-Hop
dj khaled,staying alive (feat. drake & lil baby),Hip-Hop
armani white,goated. (feat. denzel curry),Hip-Hop
jay-z,big pimpin',Hip-Hop
nas,if i ruled the world (imagine that) (feat. lauryn hill),Hip-Hop
key glock,dirt,Hip-Hop
eminem,cleanin' out my closet,Hip-Hop
gucci mane,both (feat. drake),Hip-Hop
tory lanez,lavender sunflower,Hip-Hop
lil wayne,a milli,Hip-Hop
j. cole,4 your eyez only,Hip-Hop
$uicideboy$,that just isn't empirically possible,Hip-Hop
flo rida,good feeling,Hip-Hop
lizzo,2 be loved (am i ready),Hip-Hop
drake,make me proud,Hip-Hop
drake,find your love,Hip-Hop
future,712pm,Hip-Hop
daddy yankee,tu príncipe,Hip-Hop
russ,cherry hill,Hip-Hop
kanye west,hurricane,Hip-Hop
nle choppa,23,Hip-Hop
"tyler, the creator",smuckers (feat. lil wayne & kanye west),Hip-Hop
dreamville,sacrifices (with earthgang & j. cole feat. smino & saba),Hip-Hop
a$ap ferg,plain jane remix (feat. nicki minaj),Hip-Hop
lil baby,sum 2 prove,Hip-Hop
kendrick lamar,savior,Hip-Hop
kanye west,no more parties in la,Hip-Hop
$uicideboy$,o pana!,Hip-Hop
future,codeine crazy,Hip-Hop
dax,dear alcohol,Hip-Hop
21 savage,ghostface killers (feat. travis scott),Hip-Hop
$uicideboy$,ugly,Hip-Hop
beastie boys,intergalactic - remastered 2009,Hip-Hop
cypress hill,insane in the brain,Hip-Hop
the notorious b.i.g.,hypnotize - 2007 remaster,Hip-Hop
tyga,rack city,Hip-Hop
drake,up all night,Hip-Hop
eminem,killshot,Hip-Hop
nav,some way,Hip-Hop
moneybagg yo,blow,Hip-Hop
2 chainz,it's a vibe,Hip-Hop
a$ap ferg,"work remix (feat. a$ap rocky, french montana, trinidad james & schoolboy q)",Hip-Hop
drake,treacherous twins,Hip-Hop
dmx,x gon' give it to ya,Hip-Hop
$uicideboy$,avalon,Hip-Hop
gorillaz,she's my collar (feat. kali uchis),Hip-Hop
"tyler, the creator",juggernaut (feat. lil uzi vert & pharrell williams),Hip-Hop
lil jon & the east side boyz,lovers and friends,Hip-Hop
pooh shiesty,"switch it up (feat. g herbo, no more heroes)",Hip-Hop
flo rida,right round,Hip-Hop
j. cole,in the morning,Hip-Hop
drake,get along better,Hip-Hop
travis scott,escape plan,Hip-Hop
jay-z,why i love you,Hip-Hop
kyle,don't wanna fall in love,Hip-Hop
lil wayne,kant nobody (feat. dmx),Hip-Hop
the pharcyde,passin' me by,Hip-Hop
machine gun kelly,forget me too (feat. halsey),Hip-Hop
lil wayne,"sucker for pain (with wiz khalifa, imagine dragons, logic & ty dolla $ign feat. x ambassadors)",Hip-Hop
aventura,ella y yo - featuring don omar,Hip-Hop
souls of mischief,93 'til infinity,Hip-Hop
aventura,obsesion,Hip-Hop
the alchemist,ocean prime (feat. boldy james),Hip-Hop
kanye west,monster,Hip-Hop
key glock,die trying,Hip-Hop
madvillain,meat grinder,Hip-Hop
migos,slippery (feat. gucci mane),Hip-Hop
drake,middle of the ocean,Hip-Hop
$uicideboy$,genesis,Hip-Hop
madvillain,fancy clown,Hip-Hop
russ,best on earth (feat. bia) - bonus,Hip-Hop
nav,myself,Hip-Hop
macklemore,good old days (feat. kesha),Hip-Hop
run–d.m.c.,it's tricky,Hip-Hop
kanye west,famous,Hip-Hop
future,married to the game,Hip-Hop
$uicideboy$,putrid pride,Hip-Hop
nicki minaj,chun-li,Hip-Hop
rae sremmurd,mississippi slide,Hip-Hop
dmx,party up,Hip-Hop
jelly roll,creature,Hip-Hop
kanye west,off the grid,Hip-Hop
yung joc,it's goin' down (feat. nitti),Hip-Hop
mac miller,ladders,Hip-Hop
pitbull,hotel room service,Hip-Hop
nicki minaj,anaconda,Hip-Hop
xavier wulf,whiplash'd,Hip-Hop
mac miller,jet fuel,Hip-Hop
russ,handsomer (remix) (feat. ktlyn),Hip-Hop
travis scott,no bystanders,Hip-Hop
key glock,chromosomes,Hip-Hop
travis porter,ayy ladies (feat. tyga),Hip-Hop
joey bada$$,devastated,Hip-Hop
kid cudi,pursuit of happiness - extended steve aoki remix,Hip-Hop
drake,forever,Hip-Hop
drake,jaded,Hip-Hop
sir mix-a-lot,baby got back,Hip-Hop
key glock,word on the streets,Hip-Hop
$uicideboy$,fucking your culture,Hip-Hop
kodak black,calling my spirit,Hip-Hop
bone thugs-n-harmony,foe tha love of $,Hip-Hop
mac miller,my favorite part,Hip-Hop
azealia banks,luxury,Hip-Hop
lil wayne,lollipop,Hip-Hop
nas,the world is yours,Hip-Hop
est gee,backstage passes (feat. jack harlow),Hip-Hop
dr. dre,keep their heads ringin',Hip-Hop
lil durk,still trappin',Hip-Hop
wizkid,essence (feat. tems),Hip-Hop
$uicideboy$,champagne face,Hip-Hop
j. cole,forbidden fruit (feat. kendrick lamar),Hip-Hop
nelly,just a dream,Hip-Hop
2pac,do for love,Hip-Hop
b.o.b,headband (feat. 2 chainz),Hip-Hop
playboi carti,on that time,Hip-Hop
$uicideboy$,harvest moon,Hip-Hop
jay rock,wow freestyle (feat. kendrick lamar),Hip-Hop
yg,who do you love?,Hip-Hop
playboi carti,flex,Hip-Hop
lil jon,snap yo fingers,Hip-Hop
mac miller,what's the use?,Hip-Hop
mario,let me love you,Hip-Hop
money man,courtesy,Hip-Hop
the notorious b.i.g.,big poppa - 2007 remaster,Hip-Hop
nle choppa,walk em down (feat. roddy ricch),Hip-Hop
a tribe called quest,electric relaxation,Hip-Hop
ski mask the slump god,catch me outside,Hip-Hop
dreamville,"down bad (feat. jid, bas, j. cole, earthgang & young nudy)",Hip-Hop
2pac,keep ya head up,Hip-Hop
"tyler, the creator",igor's theme,Hip-Hop
kyle,ispy (feat. lil yachty),Hip-Hop
$uicideboy$,"new chains, same shackles",Hip-Hop
chance the rapper,no problem (feat. lil wayne & 2 chainz),Hip-Hop
eminem,venom - music from the motion picture,Hip-Hop
oliver tree,life goes on,Hip-Hop
usher,confessions part ii,Hip-Hop
drake,still here,Hip-Hop
isaiah rashad,rip young,Hip-Hop
busta rhymes,i know what you want (feat. flipmode squad),Hip-Hop
lil wayne,how to love,Hip-Hop
nelly,country grammar (hot shit),Hip-Hop
aventura,dile al amor,Hip-Hop
nf,time,Hip-Hop
"tyler, the creator",lemonhead (feat. 42 dugg),Hip-Hop
moneybagg yo,said sum,Hip-Hop
jelly roll,same asshole,Hip-Hop
nas,"one mic, one gun",Hip-Hop
gunna,sold out dates (feat. lil baby),Hip-Hop
nle choppa,shotta flow (feat. blueface) [remix],Hip-Hop
jeremih,planez,Hip-Hop
dj drama,andale,Hip-Hop
mac miller,cinderella (feat. ty dolla $ign),Hip-Hop
lil baby,in a minute,Hip-Hop
earl sweatshirt,riot!,Hip-Hop
prince royce,rechazame,Hip-Hop
"tyler, the creator",who dat boy (feat. a$ap rocky),Hip-Hop
nle choppa,famous hoes,Hip-Hop
future,where ya at (feat. drake),Hip-Hop
the kid laroi,always do,Hip-Hop
xxxtentacion,floor 555,Hip-Hop
house of pain,jump around - 30 years remaster,Hip-Hop
nav,never sleep (with lil baby feat. travis scott),Hip-Hop
lil baby,in a minute,Hip-Hop
beastie boys,brass monkey,Hip-Hop
mavi,"love, of money",Hip-Hop
moneybagg yo,wockesha,Hip-Hop
drake,gyalchester,Hip-Hop
j. cole,january 28th,Hip-Hop
nf,paralyzed,Hip-Hop
mf doom,rhymes like dimes,Hip-Hop
nf,hate myself,Hip-Hop
yung gravy,oops!,Hip-Hop
pitbull,international love (feat. chris brown),Hip-Hop
future,hard to choose one,Hip-Hop
lil peep,walk away as the door slams,Hip-Hop
usher,burn,Hip-Hop
nicki minaj,feeling myself,Hip-Hop
key glock,son of a gun,Hip-Hop
nicki minaj,the night is still young,Hip-Hop
romeo santos,odio (feat. drake),Hip-Hop
flo rida,club can't handle me (feat. david guetta),Hip-Hop
j. cole,change,Hip-Hop
playboi carti,rockstar made,Hip-Hop
"tyler, the creator",corso,Hip-Hop
n.w.a.,fuck tha police,Hip-Hop
dj khaled,staying alive (feat. drake & lil baby),Hip-Hop
pitbull,hey baby (drop it to the floor) (feat. t-pain),Hip-Hop
babytron,a2z,Hip-Hop
g-eazy,him & i (with halsey),Hip-Hop
young thug,bubbly (with drake & travis scott),Hip-Hop
gunna,who you foolin,Hip-Hop
drake,10 bands,Hip-Hop
dreamville,"costa rica (with bas & jid feat. guapdad 4000, reese laflare, jace, mez, smokepurpp, buddy & ski mask the slump god)",Hip-Hop
drake,love all (with jay-z),Hip-Hop
kendrick lamar,xxx. feat. u2.,Hip-Hop
jacquees,b.e.d.,Hip-Hop
"tyler, the creator","come on, let's go (with nigo)",Hip-Hop
frank ocean,biking,Hip-Hop
jeremih,birthday sex,Hip-Hop
a$ap rocky,lvl,Hip-Hop
dj khaled,"i'm the one (feat. justin bieber, quavo, chance the rapper & lil wayne)",Hip-Hop
takeoff,last memory,Hip-Hop
dreamville,stick (with jid & j. cole feat. kenny mason & sheck wes),Hip-Hop
lil durk,hanging with wolves,Hip-Hop
xxxtentacion,moonlight,Hip-Hop
joey bada$$,survival tactics,Hip-Hop
lil peep,feelz,Hip-Hop
$uicideboy$,dead batteries,Hip-Hop
jack harlow,nail tech,Hip-Hop
diddy,"i need a girl (pt. 2) [feat. loon, ginuwine & mario winans]",Hip-Hop
dababy,vibez,Hip-Hop
kanye west,jesus walks,Hip-Hop
daddy yankee,la hora y el día,Hip-Hop
miley cyrus,flowers,Pop
sza,kill bill,Pop
taylor swift,anti-hero,Pop
drake,search & rescue,Pop
fifty fifty,cupid - twin ver.,Pop
rema,calm down (with selena gomez),Pop
d4vd,romantic homicide,Pop
sza,snooze,Pop
zach bryan,something in the orange,Pop
taylor swift,cruel summer,Pop
drake,rich flex,Pop
sza,kill bill,Pop
d4vd,here with me,Pop
bailey zimmerman,rock and a hard place,Pop
the weeknd,die for you - remix,Pop
taylor swift,all of the girls you loved before,Pop
labrinth,never felt so alone,Pop
taylor swift,lavender haze,Pop
lizzy mcalpine,ceilings,Pop
taylor swift,don’t blame me,Pop
onerepublic,i ain't worried,Pop
sza,low,Pop
david guetta,i'm good (blue),Pop
post malone,chemical,Pop
rosalía,beso,Pop
jvke,golden hour,Pop
beach house,space song,Pop
the weeknd,die for you,Pop
drake,jimmy cooks (feat. 21 savage),Pop
newjeans,omg,Pop
the weeknd,starboy,Pop
the weeknd,double fantasy (with future),Pop
harry styles,as it was,Pop
the neighbourhood,sweater weather,Pop
sam smith,unholy (feat. kim petras),Pop
sabrina carpenter,nonsense,Pop
cigarettes after sex,apocalypse,Pop
taylor swift,blank space,Pop
becky g,chanel,Pop
taylor swift,cardigan,Pop
sza,kill bill (feat. doja cat),Pop
taylor swift,karma,Pop
the weeknd,the hills,Pop
the weeknd,blinding lights,Pop
harry styles,late night talking,Pop
drake,spin bout u,Pop
the weeknd,die for you,Pop
taylor swift,lover,Pop
taylor swift,enchanted,Pop
taylor swift,style,Pop
harry styles,as it was,Pop
glass animals,heat waves,Pop
post malone,i like you (a happier song) (with doja cat),Pop
jimin,like crazy (english version),Pop
nicki minaj,red ruby da sleeze,Pop
beyoncé,cuff it,Pop
kali uchis,moonlight,Pop
tears for fears,everybody wants to rule the world,Pop
meghan trainor,made you look,Pop
raye,escapism.,Pop
the weeknd,i was never there,Pop
the weeknd,call out my name,Pop
taylor swift,christmas tree farm,Pop
taylor swift,the man,Pop
feid,classy 101,Pop
taylor swift,midnight rain,Pop
kali uchis,"after the storm (feat. tyler, the creator & bootsy collins)",Pop
zach bryan,heading south,Pop
megan moroney,tennessee orange,Pop
kali uchis,moonlight,Pop
sza,shirt,Pop
vance joy,riptide,Pop
miley cyrus,party in the u.s.a.,Pop
the weeknd,heartless,Pop
kali uchis,telepatía,Pop
jimin,like crazy,Pop
bailey zimmerman,fall in love,Pop
diplo,heartless (feat. morgan wallen),Pop
taylor swift,delicate,Pop
rihanna,needed me,Pop
post malone,circles,Pop
coldplay,viva la vida,Pop
taylor swift,all too well (10 minute version) (taylor's version) (from the vault),Pop
bizarrap,"shakira: bzrp music sessions, vol. 53",Pop
taylor swift,getaway car,Pop
taylor swift,august,Pop
lewis capaldi,someone you loved,Pop
bruno mars,just the way you are,Pop
bruno mars,when i was your man,Pop
billie eilish,lovely (with khalid),Pop
the weeknd,stargirl interlude,Pop
jisoo,flower,Pop
yot club,ykwim?,Pop
jimmy eat world,the middle,Pop
niall horan,heaven,Pop
newjeans,ditto,Pop
joji,slow dancing in the dark,Pop
zach bryan,sun to me,Pop
the weeknd,save your tears,Pop
bruno mars,locked out of heaven,Pop
rihanna,love on the brain,Pop
taylor swift,bejeweled,Pop
ruth b.,dandelions,Pop
eyedress,jealous,Pop
nf,happy,Pop
olivia rodrigo,good 4 u,Pop
lil wayne,love me,Pop
taylor swift,wildest dreams (taylor's version),Pop
paramore,misery business,Pop
taylor swift,paper rings,Pop
harry styles,watermelon sugar,Pop
rihanna,we found love,Pop
drake,wants and needs (feat. lil baby),Pop
the weeknd,reminder,Pop
taylor swift,shake it off,Pop
hozier,eat your young,Pop
drake,passionfruit,Pop
nelly furtado,promiscuous,Pop
justin bieber,ghost,Pop
conan gray,heather,Pop
taylor swift,miss americana & the heartbreak prince,Pop
ed sheeran,eyes closed,Pop
taylor swift,"you're on your own, kid",Pop
doja cat,vegas (from the original motion picture soundtrack elvis),Pop
miley cyrus,jaded,Pop
adele,set fire to the rain,Pop
drake,fair trade (with travis scott),Pop
ed sheeran,shivers,Pop
billie eilish,tv,Pop
coldplay,yellow,Pop
sza,broken clocks,Pop
taylor swift,...ready for it?,Pop
bruno mars,that's what i like,Pop
cigarettes after sex,cry,Pop
onerepublic,counting stars,Pop
miley cyrus,flowers,Pop
doja cat,woman,Pop
jay-z,ni**as in paris,Pop
cigarettes after sex,sunsetz,Pop
shakira,hips don't lie (feat. wyclef jean),Pop
lady gaga,poker face,Pop
kali uchis,melting,Pop
mkto,classic,Pop
drake,one dance,Pop
zach bryan,dawns (feat. maggie rogers),Pop
the weeknd,party monster,Pop
khalid,young dumb & broke,Pop
avicii,wake me up,Pop
sza,ghost in the machine (feat. phoebe bridgers),Pop
the weeknd,sacrifice,Pop
the weeknd,"earned it (fifty shades of grey) - from ""fifty shades of grey"" soundtrack",Pop
the weeknd,the hills,Pop
the weeknd,i feel it coming,Pop
the weeknd,blinding lights,Pop
the weeknd,starboy,Pop
the weeknd,die for you,Pop
the weeknd,sacrifice,Pop
the weeknd,heartless,Pop
the weeknd,die for you,Pop
the weeknd,can't feel my face,Pop
adele,someone like you,Pop
the weeknd,take my breath - single version,Pop
the weeknd,i feel it coming,Pop
girl in red,we fell in love in october,Pop
ive,i am,Pop
billie eilish,happier than ever,Pop
olivia rodrigo,deja vu,Pop
corey kent,wild as her,Pop
joji,glimpse of us,Pop
taylor swift,look what you made me do,Pop
fifty fifty,cupid,Pop
fall out boy,"sugar, we're goin down",Pop
jvke,golden hour,Pop
bruno mars,grenade,Pop
cigarettes after sex,k.,Pop
taylor swift,maroon,Pop
hardy,red (feat. morgan wallen),Pop
train,"hey, soul sister",Pop
the neighbourhood,daddy issues,Pop
doja cat,streets,Pop
zach bryan,oklahoma smokeshow,Pop
taylor swift,you need to calm down,Pop
james arthur,say you won't let go,Pop
adele,rolling in the deep,Pop
hozier,take me to church,Pop
usher,yeah! (feat. lil jon & ludacris),Pop
kate bush,running up that hill (a deal with god),Pop
harry styles,adore you,Pop
men i trust,show me how,Pop
nate smith,whiskey on you,Pop
meek mill,going bad (feat. drake),Pop
ed sheeran,perfect,Pop
lady gaga,bloody mary,Pop
bruno mars,talking to the moon,Pop
the weeknd,is there someone else?,Pop
beabadoobee,glue song,Pop
calvin harris,miracle (with ellie goulding),Pop
blink-182,all the small things,Pop
newjeans,hype boy,Pop
rihanna,only girl (in the world),Pop
sza,good days,Pop
lewis capaldi,before you go,Pop
taylor swift,you belong with me (taylor’s version),Pop
lady gaga,just dance,Pop
imagine dragons,believer,Pop
drake,teenage fever,Pop
